fighter_name,Vitorias,Derrotas,Draws,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,ufc_wins,ufc_losses,ufc_kos,ufc_submissions,td_acc_float,td_def_float,win_rate,ko_rate,sub_rate,striking_eff,grappling
Andrea Lee,13,11,0,4.62,45.0,3.91,61%,1.65,52%,53%,0.6,5,9,1,1,0.52,0.53,0.3571428316326549,0.199999960000008,0.199999960000008,1.1521197007481299,0.2444
Mike Easton,13,6,0,3.51,37.0,4.28,61%,0.75,22%,66%,0.0,3,4,1,0,0.22,0.66,0.4285713673469475,0.33333322222225925,0.0,0.8013698630136986,0.07479999999999999
Emily Ducote,13,9,0,7.45,52.0,7.84,57%,0.2,14%,94%,0.0,2,3,0,0,0.14,0.94,0.399999920000016,0.0,0.0,0.938287153652393,0.008400000000000008
Norma Dumont,13,2,0,3.89,50.0,2.12,65%,1.56,56%,68%,0.0,9,2,0,0,0.56,0.68,0.8181817438016598,0.0,0.0,1.7522522522522521,0.1792
Christian Leroy Duncan,13,2,0,4.6,58.0,2.97,51%,0.4,20%,69%,0.0,6,2,5,0,0.2,0.69,0.7499999062500118,0.8333331944444675,0.0,1.4983713355048858,0.06200000000000001
Alexia Thainara,13,1,0,4.52,40.0,2.46,65%,3.91,60%,100%,1.7,2,0,0,1,0.6,1.0,0.99999950000025,0.0,0.499999750000125,1.7656249999999998,0.0
Cody Pfister,13,6,1,1.41,25.0,2.8,51%,2.82,30%,0%,0.0,1,3,0,0,0.3,0.0,0.24999993750001562,0.0,0.0,0.4862068965517241,0.3
Constantinos Philippou,13,5,0,2.19,35.0,2.73,54%,0.4,42%,65%,0.3,6,4,3,0,0.42,0.65,0.599999940000006,0.49999991666668053,0.0,0.773851590106007,0.147
Aaron Pico,13,5,0,3.88,44.0,2.39,50%,8.96,66%,0%,0.0,0,1,0,0,0.66,0.0,0.0,0.0,0.0,1.5582329317269075,0.66
Jamie Pickett,13,11,0,2.65,47.0,3.62,50%,1.26,40%,67%,0.1,2,7,0,0,0.4,0.67,0.22222219753086697,0.0,0.0,0.7123655913978494,0.13199999999999998
Jim Alers,13,3,0,2.9,40.0,4.38,56%,2.26,41%,80%,0.3,1,2,0,0,0.41,0.8,0.33333322222225925,0.0,0.0,0.6473214285714286,0.08199999999999998
John Allan,13,7,0,3.56,42.0,5.74,52%,1.4,71%,50%,0.8,0,2,0,0,0.71,0.5,0.0,0.0,0.0,0.6095890410958904,0.355
Shane Young,13,8,0,5.19,40.0,5.46,52%,0.63,18%,64%,0.0,2,5,1,0,0.18,0.64,0.285714244897965,0.499999750000125,0.0,0.933453237410072,0.0648
Sodiq Yusuff,13,5,0,5.27,49.0,4.29,53%,0.36,23%,62%,0.4,6,4,2,1,0.23,0.62,0.599999940000006,0.33333327777778704,0.16666663888889352,1.2004555808656037,0.0874
Allan Zuniga,13,1,0,3.93,52.0,1.8,61%,0.0,0%,57%,1.0,0,1,0,0,0.0,0.57,0.0,0.0,0.0,2.068421052631579,0.0
Aaron Phillips,12,5,0,1.51,53.0,3.66,43%,0.86,50%,44%,0.6,0,4,0,0,0.5,0.44,0.0,0.0,0.0,0.401595744680851,0.28
Johnny Munoz,12,4,0,2.44,36.0,2.66,55%,2.4,25%,45%,1.8,2,4,0,1,0.25,0.45,0.33333327777778704,0.0,0.499999750000125,0.8840579710144927,0.1375
Kanako Murata,12,3,0,2.15,56.0,2.4,53%,3.38,56%,100%,0.8,1,2,0,0,0.56,1.0,0.33333322222225925,0.0,0.0,0.86,0.0
Maciej Jewtuszko,12,3,0,2.29,45.0,1.39,66%,0.0,0%,42%,0.9,0,1,0,0,0.0,0.42,0.0,0.0,0.0,1.5369127516778525,0.0
Victor Altamirano,12,5,0,4.58,53.0,3.82,53%,2.88,38%,63%,0.0,2,4,1,0,0.38,0.63,0.33333327777778704,0.499999750000125,0.0,1.1683673469387756,0.1406
Markus Perez,12,5,0,2.6,47.0,3.72,52%,0.81,25%,77%,1.0,2,5,0,2,0.25,0.77,0.285714244897965,0.0,0.99999950000025,0.6806282722513088,0.057499999999999996
Ivan Serati,12,4,0,0.86,26.0,5.33,29%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.15837937384898712,0.0
Batgerel Danaa,12,5,0,5.38,36.0,4.21,47%,0.52,50%,62%,0.0,3,4,3,0,0.5,0.62,0.4285713673469475,0.9999996666667778,0.0,1.2482598607888633,0.19
Darrius Flowers,12,8,1,3.07,49.0,5.49,44%,0.98,28%,63%,0.0,0,3,0,0,0.28,0.63,0.0,0.0,0.0,0.5491949910554561,0.10360000000000001
Mark Madsen,12,2,0,3.56,49.0,3.97,52%,2.86,66%,62%,0.0,4,2,1,0,0.66,0.62,0.6666665555555741,0.24999993750001562,0.0,0.8746928746928746,0.2508
Carlos Vera,12,4,0,1.53,57.0,2.79,49%,0.0,0%,25%,1.6,1,1,0,1,0.0,0.25,0.499999750000125,0.0,0.9999990000010001,0.5294117647058824,0.0
Tucker Lutz,12,4,0,3.74,46.0,3.25,44%,1.99,44%,69%,0.2,1,3,0,0,0.44,0.69,0.24999993750001562,0.0,0.0,1.1164179104477612,0.13640000000000002
Tatiana Suarez,12,1,0,2.95,60.0,1.58,45%,4.41,43%,80%,0.6,8,1,1,4,0.43,0.8,0.8888887901234679,0.12499998437500197,0.4999999375000079,1.755952380952381,0.08599999999999998
Mitch Gagnon,12,5,0,2.76,46.0,2.21,61%,1.16,25%,65%,1.9,4,4,0,3,0.25,0.65,0.4999999375000079,0.0,0.7499998125000469,1.1948051948051948,0.0875
Rafael Cavalcante,12,7,0,2.71,53.0,3.62,49%,0.6,40%,63%,0.1,1,4,1,0,0.4,0.63,0.199999960000008,0.9999990000010001,0.0,0.7284946236559139,0.148
Niklas Stolze,12,6,0,2.12,48.0,2.25,49%,0.66,100%,55%,0.7,0,3,0,0,1.0,0.55,0.0,0.0,0.0,0.902127659574468,0.44999999999999996
CJ Vergara,12,7,1,5.02,56.0,4.69,53%,0.0,0%,60%,0.2,3,5,1,0,0.0,0.6,0.3749999531250059,0.33333322222225925,0.0,1.0480167014613777,0.0
Enson Inoue,12,8,0,1.7,63.0,1.88,30%,0.0,0%,33%,0.0,1,0,0,1,0.0,0.33,0.9999990000010001,0.0,0.9999990000010001,0.8585858585858586,0.0
Brock Jardine,12,6,0,1.06,30.0,3.34,56%,0.0,0%,14%,0.8,0,2,0,0,0.0,0.14,0.0,0.0,0.0,0.308139534883721,0.0
Eric Shelton,12,6,0,2.57,42.0,1.88,63%,2.83,51%,46%,0.2,2,4,0,0,0.51,0.46,0.33333327777778704,0.0,0.0,1.297979797979798,0.27540000000000003
Sirwan Kakai,12,5,0,3.57,41.0,4.63,62%,4.0,42%,83%,0.0,1,1,0,0,0.42,0.83,0.499999750000125,0.0,0.0,0.7547568710359408,0.07140000000000002
Abdul Razak Alhassan,12,7,0,3.64,49.0,4.01,54%,0.84,33%,51%,0.2,6,7,6,0,0.33,0.51,0.4615384260355057,0.9999998333333611,0.0,0.8856447688564478,0.1617
Paul Redmond,12,7,0,0.72,34.0,2.99,41%,0.0,0%,50%,0.0,0,2,0,0,0.0,0.5,0.0,0.0,0.0,0.23300970873786406,0.0
Ronda Rousey,12,2,0,4.17,52.0,4.14,44%,6.26,68%,50%,4.8,6,2,3,3,0.68,0.5,0.7499999062500118,0.49999991666668053,0.49999991666668053,0.983490566037736,0.34
Floyd Sword,12,3,0,0.78,42.0,1.57,40%,0.0,0%,33%,0.0,0,1,0,0,0.0,0.33,0.0,0.0,0.0,0.467065868263473,0.0
Oumar Sy,12,1,0,3.67,48.0,1.72,70%,2.73,36%,100%,0.4,3,1,1,1,0.36,1.0,0.7499998125000469,0.33333322222225925,0.33333322222225925,2.0164835164835164,0.0
Jared Vanderaa,12,10,0,4.96,44.0,5.67,45%,0.18,50%,20%,0.0,1,6,0,0,0.5,0.2,0.1428571224489825,0.0,0.0,0.8596187175043328,0.4
Lando Vannata,12,7,2,4.52,45.0,4.76,55%,1.09,37%,69%,0.3,4,7,1,1,0.37,0.69,0.3636363305785154,0.24999993750001562,0.24999993750001562,0.9300411522633745,0.11470000000000002
Kazula Vargas,12,5,0,3.65,53.0,1.77,57%,0.4,25%,30%,0.4,1,3,0,0,0.25,0.3,0.24999993750001562,0.0,0.0,1.9518716577540105,0.175
Filip Pejic,12,2,2,0.0,0.0,0.88,33%,0.0,0%,0%,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Davis,12,3,0,4.73,53.0,5.23,54%,2.4,44%,60%,0.8,5,2,2,1,0.44,0.6,0.7142856122449125,0.399999920000016,0.199999960000008,0.8874296435272045,0.17600000000000002
Shane Carwin,12,2,0,4.38,47.0,3.53,53%,1.42,33%,42%,0.0,4,2,4,0,0.33,0.42,0.6666665555555741,0.9999997500000625,0.0,1.2066115702479339,0.19140000000000004
Gustavo Lopez,12,6,1,2.48,40.0,3.87,57%,1.74,41%,31%,0.7,1,2,0,1,0.41,0.31,0.33333322222225925,0.0,0.9999990000010001,0.6246851385390428,0.2829
Dan Stittgen,12,5,0,2.97,46.0,4.42,37%,0.78,100%,100%,0.0,0,2,0,0,1.0,1.0,0.0,0.0,0.0,0.6570796460176992,0.0
Steve Vigneault,12,6,0,2.19,28.0,5.75,44%,0.0,0%,100%,0.0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.37435897435897436,0.0
Jason Saggo,12,4,0,2.5,39.0,2.94,52%,2.33,40%,23%,0.0,3,3,2,0,0.4,0.23,0.49999991666668053,0.6666664444445185,0.0,0.8223684210526315,0.30800000000000005
Alibi Idiris,12,1,0,2.51,44.0,2.64,60%,3.25,31%,66%,0.0,1,1,0,0,0.31,0.66,0.499999750000125,0.0,0.0,0.9160583941605838,0.1054
Wagner Prado,12,3,0,1.72,40.0,3.06,50%,0.0,0%,22%,0.0,0,2,0,0,0.0,0.22,0.0,0.0,0.0,0.5443037974683544,0.0
Roosevelt Roberts,12,6,0,2.84,43.0,3.1,52%,1.18,26%,50%,0.7,4,5,0,2,0.26,0.5,0.44444439506173394,0.0,0.49999987500003124,0.8875,0.13
Shem Rock,12,2,1,2.93,42.0,3.4,56%,1.0,11%,80%,0.0,0,1,0,0,0.11,0.8,0.0,0.0,0.0,0.8371428571428572,0.021999999999999995
Keith Rockel,12,4,1,1.13,73.0,0.21,66%,4.63,75%,100%,4.6,1,1,0,1,0.75,1.0,0.499999750000125,0.0,0.9999990000010001,3.6451612903225805,0.0
Don Shainis,12,5,0,3.42,50.0,5.87,31%,0.97,25%,20%,1.9,0,2,0,0,0.25,0.2,0.0,0.0,0.0,0.5728643216080402,0.2
Yanis Ghemmouri,12,3,0,2.29,38.0,5.14,35%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.43702290076335887,0.0
Pablo Garza,12,4,0,3.37,44.0,2.7,50%,0.94,25%,15%,1.3,3,3,1,1,0.25,0.15,0.49999991666668053,0.33333322222225925,0.33333322222225925,1.2035714285714285,0.2125
Kiru Sahota,12,3,0,4.05,52.0,2.64,41%,0.92,33%,50%,0.5,0,1,0,0,0.33,0.5,0.0,0.0,0.0,1.4781021897810218,0.165
Nad Narimani,12,4,0,3.33,42.0,3.0,58%,1.92,41%,70%,0.0,2,2,0,0,0.41,0.7,0.49999987500003124,0.0,0.0,1.0741935483870968,0.12300000000000001
Mara Romero Borella,12,9,0,2.54,37.0,2.48,71%,1.83,44%,66%,0.2,2,5,0,1,0.44,0.66,0.285714244897965,0.0,0.499999750000125,0.9844961240310077,0.14959999999999998
Raul Rosas Jr.,12,1,0,1.34,42.0,1.24,52%,6.1,54%,25%,0.9,6,1,1,2,0.54,0.25,0.857142734693895,0.16666663888889352,0.33333327777778704,1.0,0.405
Jake Rosholt,12,5,0,2.68,53.0,2.33,49%,6.51,68%,0%,1.8,1,2,0,1,0.68,0.0,0.33333322222225925,0.0,0.9999990000010001,1.102880658436214,0.68
Taiyilake Nueraji,12,1,0,9.82,53.0,5.01,58%,1.47,33%,100%,0.0,1,0,1,0,0.33,1.0,0.9999990000010001,0.9999990000010001,0.0,1.9217221135029356,0.0
Paddy Holohan,12,2,1,2.13,46.0,2.81,46%,2.88,47%,71%,1.3,3,2,0,1,0.47,0.71,0.599999880000024,0.0,0.33333322222225925,0.7319587628865979,0.1363
Mark Holst,12,6,0,0.25,19.0,1.67,47%,0.76,100%,60%,2.3,0,2,0,0,1.0,0.6,0.0,0.0,0.0,0.14124293785310735,0.4
Mohammad Yahya,12,6,0,3.5,39.0,6.39,43%,0.5,20%,42%,0.5,0,3,0,0,0.2,0.42,0.0,0.0,0.0,0.539291217257319,0.11600000000000002
Serhiy Sidey,12,2,0,4.49,39.0,4.26,54%,1.58,25%,20%,1.3,2,1,0,0,0.25,0.2,0.6666664444445185,0.0,0.0,1.029816513761468,0.2
Jake Lindsey,12,7,0,3.44,52.0,4.01,46%,0.65,33%,50%,0.0,0,3,0,0,0.33,0.5,0.0,0.0,0.0,0.8369829683698298,0.165
Willie Gates,12,7,0,1.8,38.0,4.28,38%,0.0,0%,67%,0.4,1,3,1,0,0.0,0.67,0.24999993750001562,0.9999990000010001,0.0,0.4109589041095891,0.0
Wagner Campos,12,10,0,1.54,41.0,2.53,51%,2.71,100%,0%,0.0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.5855513307984791,1.0
Stanislav Nedkov,12,2,0,3.33,43.0,5.39,43%,2.77,41%,0%,0.0,1,2,1,0,0.41,0.0,0.33333322222225925,0.9999990000010001,0.0,0.6065573770491804,0.41
Daiju Takase,12,15,2,0.49,30.0,1.64,47%,0.84,17%,21%,1.2,0,3,0,0,0.17,0.21,0.0,0.0,0.0,0.28160919540229884,0.1343
Matt Mitrione,12,5,0,3.55,50.0,2.79,64%,0.0,0%,55%,0.7,9,5,8,0,0.0,0.55,0.6428570969387788,0.8888887901234679,0.0,1.2283737024221453,0.0
Drew McFedries,12,7,0,5.13,51.0,4.56,52%,1.42,100%,56%,0.7,4,5,4,0,1.0,0.56,0.44444439506173394,0.9999997500000625,0.0,1.1008583690987126,0.43999999999999995
Eduarda Moura,12,2,0,2.57,37.0,2.5,58%,3.58,34%,80%,0.4,3,2,1,0,0.34,0.8,0.599999880000024,0.33333322222225925,0.0,0.9884615384615384,0.06799999999999999
Darren Stewart,12,8,0,3.05,45.0,3.29,48%,1.75,45%,67%,0.1,5,7,2,1,0.45,0.67,0.41666663194444736,0.399999920000016,0.199999960000008,0.8997050147492625,0.1485
Denise Gomes,12,3,0,4.43,49.0,3.16,51%,1.45,34%,66%,0.7,6,2,3,0,0.34,0.66,0.7499999062500118,0.49999991666668053,0.0,1.3588957055214723,0.1156
Jesse Butler,12,6,0,2.02,34.0,4.62,39%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.4279661016949153,0.0
Dennis Buzukja,12,5,0,4.21,43.0,4.82,48%,0.63,27%,75%,0.2,1,3,1,0,0.27,0.75,0.24999993750001562,0.9999990000010001,0.0,0.8556910569105691,0.0675
Justin Salas,12,7,0,3.42,43.0,2.96,68%,2.43,20%,0%,0.0,3,4,1,0,0.2,0.0,0.4285713673469475,0.33333322222225925,0.0,1.1176470588235294,0.2
Kamuela Kirk,12,6,0,3.22,50.0,5.87,40%,1.5,26%,47%,1.2,1,2,0,0,0.26,0.47,0.33333322222225925,0.0,0.0,0.5393634840871022,0.1378
Michael Patt,12,4,0,1.65,28.0,5.53,55%,0.0,0%,0%,0.0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.2930728241563055,0.0
Pawel Pawlak,12,3,0,1.67,33.0,2.22,53%,1.0,37%,70%,0.0,1,2,0,0,0.37,0.7,0.33333322222225925,0.0,0.0,0.7198275862068965,0.11100000000000002
Jordan Wright,12,5,0,4.1,56.0,6.03,31%,2.09,45%,100%,0.4,2,5,1,0,0.45,1.0,0.285714244897965,0.499999750000125,0.0,0.6688417618270799,0.0
Marcin Wrzosek,12,4,0,3.47,43.0,4.07,43%,3.0,25%,33%,0.0,0,1,0,0,0.25,0.33,0.0,0.0,0.0,0.8321342925659473,0.16749999999999998
Austin Springer,12,4,0,3.54,57.0,3.15,41%,3.37,40%,100%,0.8,0,1,0,0,0.4,1.0,0.0,0.0,0.0,1.0892307692307692,0.0
Brian Stann,12,6,0,3.28,42.0,2.65,59%,0.12,12%,60%,0.3,6,5,3,1,0.12,0.6,0.5454544958677732,0.49999991666668053,0.16666663888889352,1.1927272727272726,0.048
Eric Spicely,12,6,0,3.71,45.0,5.72,55%,1.31,20%,75%,1.0,2,5,0,2,0.2,0.75,0.285714244897965,0.0,0.99999950000025,0.6374570446735396,0.05
Ricky Rainey,12,6,0,2.55,48.0,2.62,46%,0.95,18%,55%,0.0,0,2,0,0,0.18,0.55,0.0,0.0,0.0,0.9374999999999999,0.08099999999999999
Kevin Burns,12,7,0,2.74,38.0,4.3,52%,0.28,50%,47%,0.8,2,3,1,1,0.5,0.47,0.399999920000016,0.499999750000125,0.499999750000125,0.6227272727272728,0.265
Thibault Gouti,12,5,0,3.68,34.0,5.64,50%,1.23,80%,83%,0.3,1,5,1,0,0.8,0.83,0.16666663888889352,0.9999990000010001,0.0,0.6411149825783973,0.13600000000000004
Sean Spencer,12,6,0,4.24,32.0,4.02,60%,0.14,33%,68%,0.0,3,5,0,0,0.33,0.68,0.3749999531250059,0.0,0.0,1.0291262135922332,0.10559999999999999
Gabriel Santos,12,2,0,4.35,60.0,4.31,45%,3.8,54%,87%,1.2,2,2,0,1,0.54,0.87,0.49999987500003124,0.0,0.499999750000125,0.9863945578231293,0.07020000000000001
Jamahal Hill,12,4,0,6.19,51.0,4.03,44%,0.0,0%,73%,0.0,6,4,4,0,0.0,0.73,0.599999940000006,0.6666665555555741,0.0,1.4987893462469735,0.0
Francisco Prado,12,4,0,4.09,43.0,4.95,54%,0.94,19%,50%,0.5,1,4,1,0,0.19,0.5,0.199999960000008,0.9999990000010001,0.0,0.80990099009901,0.095
Dustin Pague,12,11,0,1.65,53.0,2.96,41%,1.03,44%,55%,2.6,1,5,0,1,0.44,0.55,0.16666663888889352,0.0,0.9999990000010001,0.5392156862745098,0.19799999999999998
Andrew Holbrook,12,3,0,2.2,49.0,3.0,54%,0.85,18%,10%,2.1,2,3,0,0,0.18,0.1,0.399999920000016,0.0,0.0,0.7096774193548387,0.162
Chris Clements,12,6,0,3.2,49.0,2.37,44%,0.0,0%,32%,0.3,2,2,1,0,0.0,0.32,0.49999987500003124,0.499999750000125,0.0,1.2955465587044535,0.0
Anthony Christodoulou,12,7,0,2.19,26.0,5.9,45%,0.0,0%,40%,0.0,0,2,0,0,0.0,0.4,0.0,0.0,0.0,0.365,0.0
Charlie Valencia,12,7,0,2.58,37.0,2.61,77%,1.4,53%,75%,0.5,0,1,0,0,0.53,0.75,0.0,0.0,0.0,0.9520295202952029,0.1325
Chris Wade,12,3,0,1.7,53.0,1.75,51%,2.6,51%,55%,1.1,5,2,0,2,0.51,0.55,0.7142856122449125,0.0,0.399999920000016,0.9189189189189189,0.22949999999999998
Gabe Green,12,5,0,5.6,45.0,6.19,47%,0.71,50%,50%,0.5,3,3,1,1,0.5,0.5,0.49999991666668053,0.33333322222225925,0.33333322222225925,0.890302066772655,0.25
Tom Breese,12,3,0,3.34,50.0,2.81,60%,0.0,0%,70%,1.1,5,3,4,0,0.0,0.7,0.6249999218750099,0.799999840000032,0.0,1.147766323024055,0.0
David Lee,12,10,0,1.49,50.0,3.31,42%,0.0,0%,50%,0.0,0,2,0,0,0.0,0.5,0.0,0.0,0.0,0.436950146627566,0.0
Mike Grundy,12,4,0,2.09,45.0,4.45,56%,4.06,28%,50%,0.4,1,3,1,0,0.28,0.5,0.24999993750001562,0.9999990000010001,0.0,0.4593406593406593,0.14
Benardo Sopaj,12,3,0,4.24,56.0,4.88,49%,2.53,71%,76%,0.0,1,1,0,0,0.71,0.76,0.499999750000125,0.0,0.0,0.85140562248996,0.1704
Brad Kohler,12,15,0,0.0,0.0,0.0,0%,0.0,0%,0%,0.0,1,1,1,0,0.0,0.0,0.499999750000125,0.9999990000010001,0.0,0.0,0.0
Danilo Belluardo,12,5,0,1.52,61.0,4.79,41%,3.5,100%,50%,0.0,0,2,0,0,1.0,0.5,0.0,0.0,0.0,0.310838445807771,0.5
Tim Credeur,12,4,0,3.59,30.0,3.13,57%,0.41,100%,50%,3.3,3,2,2,1,1.0,0.5,0.599999880000024,0.6666664444445185,0.33333322222225925,1.111455108359133,0.5
Alberto Uda,12,2,0,1.79,52.0,3.49,45%,2.83,50%,66%,0.0,0,2,0,0,0.5,0.66,0.0,0.0,0.0,0.49860724233983283,0.16999999999999998
Ryan McGillivray,12,0,1,1.27,20.0,2.2,52%,0.0,0%,44%,0.0,0,1,0,0,0.0,0.44,0.0,0.0,0.0,0.5521739130434782,0.0
Alberto Montes,12,1,0,5.26,60.0,4.44,60%,0.0,0%,77%,6.8,1,0,0,1,0.0,0.77,0.9999990000010001,0.0,0.9999990000010001,1.158590308370044,0.0
TJ Laramie,12,5,0,1.49,50.0,2.64,38%,1.44,33%,40%,0.0,0,2,0,0,0.33,0.4,0.0,0.0,0.0,0.5437956204379562,0.198
Neil Grove,12,8,1,0.0,0.0,0.0,0%,0.0,0%,100%,14.3,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Steve Bosse,12,2,0,5.99,52.0,5.38,50%,0.92,33%,100%,0.0,2,1,1,0,0.33,1.0,0.6666664444445185,0.499999750000125,0.0,1.093065693430657,0.0
Andreas Gustafsson,12,3,0,5.82,71.0,3.63,45%,6.19,58%,100%,0.0,1,1,0,0,0.58,1.0,0.499999750000125,0.0,0.0,1.5603217158176945,0.0
Danny Henry,12,4,0,5.2,51.0,4.16,45%,0.74,33%,50%,2.2,2,2,0,1,0.33,0.5,0.49999987500003124,0.0,0.499999750000125,1.2206572769953052,0.165
Aaron Simpson,12,5,0,3.6,52.0,2.53,56%,3.78,34%,83%,0.5,7,4,2,0,0.34,0.83,0.636363578512402,0.285714244897965,0.0,1.3688212927756656,0.05780000000000002
Tony Sims,12,4,0,1.81,63.0,0.76,65%,0.71,50%,50%,0.7,1,2,1,0,0.5,0.5,0.33333322222225925,0.9999990000010001,0.0,2.104651162790698,0.25
Josh Copeland,12,4,0,1.03,31.0,3.01,55%,0.0,0%,57%,0.0,0,2,0,0,0.0,0.57,0.0,0.0,0.0,0.3311897106109325,0.0
Akira Corassani,12,6,0,3.25,45.0,4.91,50%,0.7,28%,86%,0.0,3,3,0,0,0.28,0.86,0.49999991666668053,0.0,0.0,0.6487025948103793,0.039200000000000006
Alden Coria,12,3,0,4.69,44.0,2.4,69%,1.75,50%,71%,0.0,2,0,1,0,0.5,0.71,0.99999950000025,0.499999750000125,0.0,1.8760000000000001,0.14500000000000002
Vitor Miranda,12,5,0,2.98,45.0,2.95,58%,0.95,55%,50%,0.2,3,4,3,0,0.55,0.5,0.4285713673469475,0.9999996666667778,0.0,0.9770491803278688,0.275
Cameron Smotherman,12,6,0,4.07,37.0,3.52,58%,0.0,0%,62%,0.0,1,2,0,0,0.0,0.62,0.33333322222225925,0.0,0.0,1.1243093922651934,0.0
Nate Quarry,12,4,0,4.96,44.0,2.8,66%,0.25,33%,60%,0.0,7,3,5,0,0.33,0.6,0.699999930000007,0.7142856122449125,0.0,1.710344827586207,0.132
Roger Bowling,12,6,0,3.9,47.0,3.86,51%,3.09,43%,27%,0.9,0,2,0,0,0.43,0.27,0.0,0.0,0.0,0.9848484848484849,0.3139
Tracy Cortez,12,3,0,3.86,48.0,3.01,57%,2.15,46%,59%,0.3,6,2,0,0,0.46,0.59,0.7499999062500118,0.0,0.0,1.2411575562700965,0.18860000000000002
Mohammed Usman,12,4,0,3.85,39.0,4.27,51%,0.56,14%,66%,0.0,4,2,1,0,0.14,0.66,0.6666665555555741,0.24999993750001562,0.0,0.8810068649885585,0.0476
Islam Dulatov,12,1,0,8.78,54.0,4.24,50%,2.2,100%,100%,0.0,1,0,1,0,1.0,1.0,0.9999990000010001,0.9999990000010001,0.0,2.0230414746543777,0.0
Oban Elliott,12,4,0,3.62,48.0,2.24,61%,1.52,40%,52%,0.0,3,2,1,0,0.4,0.52,0.599999880000024,0.33333322222225925,0.0,1.5470085470085468,0.192
Maurice Smith,12,14,0,0.41,46.0,0.47,60%,0.89,50%,20%,0.9,4,3,1,1,0.5,0.2,0.57142848979593,0.24999993750001562,0.24999993750001562,0.7192982456140351,0.4
Nissen Osterneck,12,4,0,3.15,58.0,2.9,41%,0.63,12%,42%,1.3,0,1,0,0,0.12,0.42,0.0,0.0,0.0,1.05,0.06960000000000001
Pete Williams,12,6,0,0.61,62.0,2.77,40%,1.84,40%,16%,0.9,3,5,1,2,0.4,0.16,0.3749999531250059,0.33333322222225925,0.6666664444445185,0.21254355400696862,0.336
Dustin Hazelett,12,7,0,2.24,40.0,3.51,46%,0.55,50%,25%,4.1,5,5,0,4,0.5,0.25,0.499999950000005,0.0,0.799999840000032,0.6204986149584488,0.375
Phil Hawes,12,6,0,5.33,59.0,3.72,55%,2.11,34%,90%,0.2,4,4,2,0,0.34,0.9,0.4999999375000079,0.49999987500003124,0.0,1.3952879581151831,0.033999999999999996
Matt Hamill,12,8,0,3.69,42.0,3.8,61%,3.0,34%,91%,0.0,10,5,5,0,0.34,0.91,0.6666666222222252,0.499999950000005,0.0,0.9461538461538461,0.030599999999999992
Mark Bocek,12,5,0,2.34,43.0,2.32,60%,3.65,36%,31%,1.3,8,5,0,4,0.36,0.31,0.615384568047341,0.0,0.4999999375000079,0.9669421487603306,0.24839999999999998
Maximo Blanco,12,8,1,4.11,44.0,3.19,66%,1.85,36%,63%,0.3,4,5,1,0,0.36,0.63,0.44444439506173394,0.24999993750001562,0.0,1.249240121580547,0.13319999999999999
Gilbert Smith,12,6,0,1.09,41.0,2.73,35%,3.51,60%,0%,1.2,0,1,0,0,0.6,0.0,0.0,0.0,0.0,0.38515901060070673,0.6
Jacobe Smith,12,0,0,6.89,67.0,2.78,47%,7.78,91%,100%,0.7,3,0,2,1,0.91,1.0,0.9999996666667778,0.6666664444445185,0.33333322222225925,2.392361111111111,0.0
Christian Rodriguez,12,4,0,3.85,50.0,2.85,56%,1.75,40%,67%,1.1,5,4,0,1,0.4,0.67,0.5555554938271674,0.0,0.199999960000008,1.3050847457627117,0.13199999999999998
Ben Earwood,12,3,0,0.5,55.0,0.2,33%,3.0,100%,0%,0.0,1,0,0,0,1.0,0.0,0.9999990000010001,0.0,0.0,1.6666666666666665,1.0
Cody East,12,3,0,4.15,43.0,7.32,40%,3.97,100%,16%,0.0,0,2,0,0,1.0,0.16,0.0,0.0,0.0,0.5592991913746631,0.84
Tabatha Ricci,12,3,0,4.18,36.0,5.19,57%,2.69,37%,78%,0.1,7,3,1,1,0.37,0.78,0.699999930000007,0.1428571224489825,0.1428571224489825,0.7901701323251418,0.08139999999999999
Luke Riley,12,0,0,2.55,60.0,1.27,46%,0.0,0%,42%,0.0,1,0,1,0,0.0,0.42,0.9999990000010001,0.9999990000010001,0.0,1.8613138686131385,0.0
Bekzat Almakhan,12,3,0,1.61,34.0,3.73,36%,0.0,0%,41%,0.0,1,2,1,0,0.0,0.41,0.33333322222225925,0.9999990000010001,0.0,0.42036553524804177,0.0
Timothy Johnson,12,4,0,3.43,45.0,3.08,44%,1.09,24%,69%,0.0,4,3,1,0,0.24,0.69,0.57142848979593,0.24999993750001562,0.0,1.078616352201258,0.07440000000000001
