Nome,Height,Altura_cm,Weight,Reach,Stance
Thomas Longacre,"5' 9""",175.3,145 lbs.,71.55387673956263,Orthodox
Dylan Lockard,"5' 9""",175.3,145 lbs.,72.0,Orthodox
Alik Lorenz,"6' 2""",188.0,205 lbs.,77.0,Orthodox
Marek Bujlo,"6' 4""",193.0,265 lbs.,77.0,Orthodox
Isi Fitikefu,"5' 10""",177.8,205 lbs.,71.55387673956263,
Aji Susilo,"5' 10""",177.8,155 lbs.,71.55387673956263,
Jonathan Contrestano,,,155 lbs.,71.55387673956263,
Guilherme Uriel,"6' 1""",185.4,265 lbs.,74.0,Orthodox
Cheyden Leialoha,"5' 8""",172.7,135 lbs.,73.0,Orthodox
Giacomo Lemos,"6' 3""",190.5,247 lbs.,75.0,Orthodox
Malik Lewis,"6' 0""",182.9,155 lbs.,75.0,Orthodox
Brandon Lewis,"5' 4""",162.6,135 lbs.,70.0,Orthodox
Josh Clopton,"5' 6""",167.6,145 lbs.,71.55387673956263,Orthodox
Yukio Sakaguchi,"5' 9""",175.3,185 lbs.,71.55387673956263,Orthodox
Scott Lighty,"6' 2""",188.0,205 lbs.,71.55387673956263,
Bia Mesquita,"5' 4""",162.6,135 lbs.,67.0,Orthodox
Mo Miller,"5' 8""",172.7,135 lbs.,72.0,Orthodox
Henry Miller,"5' 7""",170.2,270 lbs.,71.55387673956263,Southpaw
Mario Rivera,"5' 10""",177.8,170 lbs.,71.55387673956263,
Jay Bogan,,,145 lbs.,71.55387673956263,
Hayder Hassan,"5' 10""",177.8,170 lbs.,71.55387673956263,
Dale Hartt,"5' 10""",177.8,155 lbs.,69.0,Orthodox
Joey Hart,"6' 3""",190.5,170 lbs.,79.0,Orthodox
Collin Hart,"6' 1""",185.4,185 lbs.,71.55387673956263,Orthodox
Micheal Gillmore,"5' 11""",180.3,170 lbs.,72.0,Orthodox
Luke Stewart,"5' 11""",180.3,170 lbs.,71.55387673956263,Orthodox
Maia Stevenson,"5' 4""",162.6,115 lbs.,62.0,Orthodox
Takeru Uchida,"5' 5""",165.1,125 lbs.,68.0,Southpaw
Phillip Latu,"6' 3""",190.5,205 lbs.,76.0,Orthodox
Ryan Larson,,,170 lbs.,71.55387673956263,
Icho Larenas,"6' 3""",190.5,235 lbs.,71.55387673956263,Orthodox
Thanh Le,"5' 9""",175.3,145 lbs.,74.0,Orthodox
Boston Salmon,"5' 9""",175.3,135 lbs.,69.0,Southpaw
Alex Huddleston,"6' 7""",200.7,254 lbs.,71.55387673956263,
Nick Fiore,"5' 10""",177.8,155 lbs.,72.0,Orthodox
Bobby Flynn,,,170 lbs.,71.55387673956263,
Mike Moreno,"6' 0""",182.9,185 lbs.,71.55387673956263,
Sarah Moras,"5' 7""",170.2,135 lbs.,67.0,Orthodox
Dustin West,"5' 11""",180.3,170 lbs.,71.55387673956263,
Karl Reed,"6' 3""",190.5,205 lbs.,78.0,Orthodox
Gaston Reyno,"6' 0""",182.9,145 lbs.,71.55387673956263,
Harry Moskowitz,"6' 5""",195.6,275 lbs.,71.55387673956263,Orthodox
Santo Curatolo,"5' 3""",160.0,125 lbs.,62.0,Southpaw
Luke Cummo,"6' 0""",182.9,170 lbs.,74.0,Orthodox
Emilio Cuellar,,,125 lbs.,71.55387673956263,
Deni Daffa,"6' 0""",182.9,155 lbs.,74.0,Orthodox
Shaheen Santana,"6' 1""",185.4,155 lbs.,75.0,Orthodox
Kit Cope,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Randy Costa,"5' 9""",175.3,135 lbs.,73.0,Switch
Chris Bostick,,,,71.55387673956263,
Eperaim Ginting,"5' 4""",162.6,135 lbs.,64.0,Orthodox
Max Gimenis,"6' 2""",188.0,256 lbs.,75.0,Orthodox
Byron Bloodworth,"5' 8""",172.7,135 lbs.,71.55387673956263,Orthodox
Bret Bergmark,"5' 9""",175.3,170 lbs.,71.55387673956263,
Dave Beneteau,"6' 2""",188.0,250 lbs.,71.55387673956263,Orthodox
Talita Bernardo,"5' 4""",162.6,135 lbs.,68.0,Orthodox
Olivier Murad,"5' 10""",177.8,145 lbs.,72.0,Southpaw
Ashlee Evans-Smith,"5' 8""",172.7,135 lbs.,67.0,Orthodox
Zarah Fairn,"5' 8""",172.7,135 lbs.,72.0,Orthodox
Bryan Humes,,,265 lbs.,71.55387673956263,
Mark Hughes,"5' 9""",175.3,205 lbs.,71.55387673956263,Southpaw
Josh Shockman,"6' 4""",193.0,235 lbs.,71.55387673956263,Southpaw
Junior Tafa,"6' 3""",190.5,205 lbs.,75.0,Orthodox
Luke Fernandez,"6' 1""",185.4,205 lbs.,76.0,Orthodox
Matt Ricehouse,,,155 lbs.,71.55387673956263,
Jose Montanha,,,265 lbs.,71.55387673956263,
Leonardo Morales,"5' 8""",172.7,135 lbs.,71.55387673956263,Southpaw
Sofia Montenegro,"5' 6""",167.6,125 lbs.,67.0,Orthodox
Fiona Muxlow,"5' 4""",162.6,145 lbs.,71.55387673956263,
Max Mustaki,"6' 0""",182.9,155 lbs.,71.55387673956263,Orthodox
Yura Naito,"6' 0""",182.9,185 lbs.,74.0,Orthodox
Ricky Steele,"5' 9""",175.3,135 lbs.,74.0,Orthodox
Marcelo Golm,"6' 3""",190.5,249 lbs.,75.0,Orthodox
Hannah Goldy,"5' 4""",162.6,115 lbs.,61.0,Orthodox
Kevin Haley,"6' 2""",188.0,205 lbs.,71.55387673956263,
Yazan Hajeh,"5' 9""",175.3,145 lbs.,71.55387673956263,Orthodox
Theo Haig,"6' 2""",188.0,185 lbs.,77.0,Orthodox
James Hammortree,"6' 3""",190.5,185 lbs.,71.55387673956263,Orthodox
Nate Smith,"5' 6""",167.6,125 lbs.,69.0,Switch
Andrei Kopylov,"6' 2""",188.0,265 lbs.,71.55387673956263,Orthodox
Maiju Kujala,,,135 lbs.,71.55387673956263,
Ben Lagman,"6' 2""",188.0,185 lbs.,71.55387673956263,
Roberto Traven,"6' 3""",190.5,227 lbs.,71.55387673956263,Orthodox
Jon Murphy,"6' 3""",190.5,260 lbs.,71.55387673956263,Orthodox
Magno Dias,"5' 5""",165.1,135 lbs.,67.0,
Syuri Kondo,"5' 4""",162.6,115 lbs.,66.0,Orthodox
Thomas Diagne,"6' 1""",185.4,154 lbs.,71.55387673956263,
John Devine,,,,71.55387673956263,
Booker DeRousse,"6' 2""",188.0,205 lbs.,71.55387673956263,
Waylon Kennell,"6' 0""",182.9,185 lbs.,71.55387673956263,
Adam Khaliev,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Stefan Klever,,,185 lbs.,71.55387673956263,Orthodox
Nick Klein,"6' 1""",185.4,185 lbs.,77.0,Orthodox
Yorgan De Castro,"6' 0""",182.9,250 lbs.,74.0,Orthodox
Rafael Del Real,"5' 11""",180.3,225 lbs.,71.55387673956263,
Gloria de Paula,"5' 5""",165.1,115 lbs.,67.0,Orthodox
Jair De Oliveira,"5' 9""",175.3,205 lbs.,69.0,
Taiei Kin,"5' 11""",180.3,185 lbs.,71.55387673956263,Orthodox
Steven Koslow,"5' 7""",170.2,125 lbs.,69.0,Switch
Katsuhiko Nagata,"5' 7""",170.2,154 lbs.,71.55387673956263,Southpaw
Dan O'Connor,"5' 4""",162.6,115 lbs.,71.55387673956263,
Ryan Bastianelli,"5' 5""",165.1,135 lbs.,71.55387673956263,
Joe Neal,"5' 6""",167.6,135 lbs.,71.55387673956263,
Tafon Nchukwi,"6' 0""",182.9,185 lbs.,77.0,Orthodox
Nghiem Van Y,"5' 7""",170.2,135 lbs.,68.0,Orthodox
Lissette Neri,"5' 2""",157.5,145 lbs.,71.55387673956263,
Khomkrit Niimi,"5' 2""",157.5,125 lbs.,71.55387673956263,
Oluwale Bamgbose,"5' 11""",180.3,185 lbs.,78.0,Switch
Shonte Barnes,"5' 11""",180.3,185 lbs.,76.0,Southpaw
Makoto Takimoto,"5' 7""",170.2,205 lbs.,71.55387673956263,Southpaw
Neal Ewing,,,185 lbs.,71.55387673956263,
Yusaku Kinoshita,"6' 0""",182.9,170 lbs.,71.0,Southpaw
Ernesta Kareckaite,"5' 9""",175.3,125 lbs.,71.0,Orthodox
Ryan Keenan,"5' 10""",177.8,170 lbs.,71.55387673956263,
Canaan Kawaihae,"6' 0""",182.9,145 lbs.,71.0,Southpaw
Lumumba Sayers,"6' 0""",182.9,185 lbs.,71.55387673956263,
Carli Judice,"5' 7""",170.2,125 lbs.,68.0,Southpaw
Daichi Kamiya,"5' 8""",172.7,155 lbs.,68.0,Southpaw
Antonio Dos Santos,"5' 10""",177.8,185 lbs.,71.55387673956263,Orthodox
Matthieu Duclos,"6' 3""",190.5,185 lbs.,77.0,Orthodox
Yuneisy Duben,"5' 4""",162.6,125 lbs.,65.0,Orthodox
Hugo Duarte,"6' 0""",182.9,240 lbs.,71.55387673956263,Orthodox
Josh Epps,,,130 lbs.,71.55387673956263,
Jodie Esquibel,"5' 1""",154.9,115 lbs.,64.0,Orthodox
Chris Indich,"5' 10""",177.8,170 lbs.,71.55387673956263,
Richard Jacobi,"6' 4""",193.0,260 lbs.,75.0,Orthodox
Talita Nogueira,"5' 10""",177.8,145 lbs.,71.55387673956263,
Eric Bedard,"6' 2""",188.0,239 lbs.,71.55387673956263,
Hugh Pulley,"6' 0""",182.9,155 lbs.,71.55387673956263,
Cole Province,"5' 9""",175.3,145 lbs.,68.0,Orthodox
Istela Nunes,"5' 4""",162.6,115 lbs.,66.0,Orthodox
Brendan O'Reilly,"5' 7""",170.2,170 lbs.,69.0,Orthodox
Jordan Bailey,"5' 9""",175.3,145 lbs.,71.55387673956263,
Izabela Badurek,"5' 5""",165.1,115 lbs.,71.55387673956263,Orthodox
Justin Gonzales,"5' 9""",175.3,145 lbs.,72.0,Orthodox
Edson Gomez,"5' 8""",172.7,170 lbs.,69.0,Switch
Joey Gomez,"5' 10""",177.8,135 lbs.,73.0,Orthodox
Tresean Gore,"6' 0""",182.9,185 lbs.,75.0,Switch
Pearl Gonzalez,"5' 4""",162.6,115 lbs.,71.55387673956263,Orthodox
Andre Gusmao,"6' 0""",182.9,205 lbs.,71.55387673956263,Orthodox
Daniel Spitz,"6' 7""",200.7,245 lbs.,82.0,Orthodox
Jocelyn Jones-Lybarger,"5' 7""",170.2,115 lbs.,64.0,Orthodox
Jacobi Jones,"5' 9""",175.3,155 lbs.,72.0,Orthodox
David Terrell,"6' 1""",185.4,185 lbs.,71.55387673956263,Southpaw
Alexis Dufresne,"5' 9""",175.3,135 lbs.,71.55387673956263,Orthodox
Adin Duenas,"5' 6""",167.6,145 lbs.,71.55387673956263,
Shanelle Dyer,"5' 6""",167.6,115 lbs.,65.0,Orthodox
Helio Dipp,"6' 5""",195.6,185 lbs.,71.55387673956263,Orthodox
Michael Graves,"5' 10""",177.8,170 lbs.,71.0,Orthodox
Daichi Abe,"5' 11""",180.3,170 lbs.,71.0,Orthodox
Mostapha Al-Turk,"6' 2""",188.0,245 lbs.,77.0,Orthodox
Rostem Akman,"5' 10""",177.8,170 lbs.,72.0,Switch
Ashiek Ajim,"5' 8""",172.7,135 lbs.,71.0,Switch
Gilbert Aldana,"6' 1""",185.4,250 lbs.,71.55387673956263,Orthodox
Elizabeth Phillips,"5' 6""",167.6,135 lbs.,65.0,Orthodox
Mark Eddiva,"5' 8""",172.7,145 lbs.,68.0,Orthodox
Saul Elizondo,"5' 7""",170.2,135 lbs.,71.55387673956263,
Jon Olav Einemo,"6' 6""",198.1,253 lbs.,71.55387673956263,Orthodox
Kasey Tanner,"5' 7""",170.2,135 lbs.,69.0,Orthodox
Gigo Jara,"5' 9""",175.3,145 lbs.,71.55387673956263,
Raquel Pa'aluhi,"5' 7""",170.2,135 lbs.,71.55387673956263,
Ren Ozaki,"5' 7""",170.2,135 lbs.,68.0,Orthodox
Sasha Palatnikov,"6' 1""",185.4,170 lbs.,72.0,Switch
Ruel Panales,"5' 5""",165.1,125 lbs.,67.0,Southpaw
John Dave Almanza,"5' 7""",170.2,125 lbs.,67.0,Southpaw
Kai Yoshida,"5' 9""",175.3,125 lbs.,69.0,Southpaw
Matej Penaz,"6' 3""",190.5,185 lbs.,83.0,Southpaw
Alice Pereira,"5' 8""",172.7,135 lbs.,71.0,Orthodox
YoungJae Song,"5' 7""",170.2,145 lbs.,70.0,Orthodox
Vik Grujic,"5' 11""",180.3,170 lbs.,73.0,Orthodox
John Albert,"5' 8""",172.7,135 lbs.,68.0,Orthodox
Russell Patrick,"5' 9""",175.3,145 lbs.,71.55387673956263,
Jhonoven Pati,"6' 1""",185.4,185 lbs.,75.0,Switch
Guilherme Pat,"6' 6""",198.1,265 lbs.,81.0,Orthodox
Liam Anderson,"6' 3""",190.5,185 lbs.,75.0,Orthodox
Hashem Arkhagha,"6' 2""",188.0,185 lbs.,75.0,Orthodox
Ralph Gracie,"5' 9""",175.3,183 lbs.,71.55387673956263,Orthodox
Alex Gorgees,"6' 2""",188.0,155 lbs.,74.0,Switch
Neiman Gracie,"6' 0""",182.9,170 lbs.,71.55387673956263,
Rodrigo Gracie,"6' 0""",182.9,183 lbs.,71.55387673956263,Orthodox
Daniel Allen,"6' 0""",182.9,155 lbs.,75.0,Southpaw
Drew Pendleton,,,145 lbs.,71.55387673956263,
Mohamed Ado,"5' 11""",180.3,170 lbs.,76.0,Switch
Herdem Alacabek,"6' 2""",188.0,205 lbs.,75.0,Orthodox
Irina Alekseeva,"5' 8""",172.7,135 lbs.,67.0,Orthodox
Brando Pericic,"6' 5""",195.6,245 lbs.,79.0,Orthodox
Rafael Pergentino,"6' 1""",185.4,205 lbs.,76.0,Orthodox
Kevin Engel,"6' 2""",188.0,170 lbs.,71.55387673956263,
Chan-Mi Jeon,"5' 5""",165.1,115 lbs.,71.55387673956263,Orthodox
Aaron Ely,"5' 8""",172.7,135 lbs.,71.55387673956263,
Elisha Ellison,"6' 0""",182.9,238 lbs.,78.0,Orthodox
Bobby Escalante,,,130 lbs.,71.55387673956263,
Shawn Teed,"6' 5""",195.6,265 lbs.,71.55387673956263,Orthodox
Daniel Jolly,"6' 1""",185.4,205 lbs.,75.0,Orthodox
Brian Johnston,"6' 3""",190.5,230 lbs.,71.55387673956263,Orthodox
Taylor Johnson,"6' 0""",182.9,185 lbs.,74.0,Switch
Jeff Joslin,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Dwight Joseph,"5' 6""",167.6,135 lbs.,71.55387673956263,Switch
Taneisha Tennant,"5' 7""",170.2,145 lbs.,70.0,Orthodox
Mike Dolce,"5' 11""",180.3,185 lbs.,71.55387673956263,
Bailey Schoenfelder,"6' 3""",190.5,265 lbs.,76.0,Orthodox
Dustin Joynson,"6' 6""",198.1,244 lbs.,78.0,Orthodox
Bharat Kandare,"5' 7""",170.2,135 lbs.,72.0,Orthodox
Joel Thomas,"5' 10""",177.8,170 lbs.,71.55387673956263,
Chel Erwin-Davis,"6' 0""",182.9,170 lbs.,71.55387673956263,
Won Jin Eoh,"5' 7""",170.2,160 lbs.,71.55387673956263,Orthodox
Priya Sharma,"5' 1""",154.9,115 lbs.,59.0,Orthodox
Jason Tan,"5' 10""",177.8,170 lbs.,71.55387673956263,Orthodox
Yurij Kiseliov,"5' 8""",172.7,185 lbs.,71.55387673956263,Orthodox
Mike King,"6' 3""",190.5,185 lbs.,71.55387673956263,
Pat Schilling,"5' 8""",172.7,145 lbs.,71.55387673956263,Orthodox
Antonio Schembri,"5' 9""",175.3,205 lbs.,71.55387673956263,Orthodox
Brandon Sayles,"6' 5""",195.6,265 lbs.,71.55387673956263,
Nadia Kassem,"5' 5""",165.1,125 lbs.,66.0,Southpaw
Kyle Dietz,"5' 8""",172.7,135 lbs.,71.55387673956263,Orthodox
Anthony Torres,"5' 8""",172.7,170 lbs.,71.55387673956263,Orthodox
Robelis Despaigne,"6' 7""",200.7,265 lbs.,84.0,Orthodox
Shogo Sato,"5' 7""",170.2,170 lbs.,66.0,Southpaw
John Kelly,"5' 9""",175.3,170 lbs.,71.55387673956263,
Slim Trabelsi,"6' 3""",190.5,235 lbs.,71.55387673956263,
Chris de la Rocha,"6' 3""",190.5,250 lbs.,80.0,Orthodox
Isabela de Padua,"5' 3""",160.0,125 lbs.,64.0,Orthodox
Alex Torres,"5' 10""",177.8,145 lbs.,71.55387673956263,Orthodox
Marques Daniels,,,155 lbs.,71.55387673956263,
Jorgen Kruth,"6' 2""",188.0,205 lbs.,71.55387673956263,
Rene Kronvold,"5' 8""",172.7,170 lbs.,71.55387673956263,Orthodox
Chris Sanford,"5' 11""",180.3,185 lbs.,71.55387673956263,Orthodox
Lionel Lanham,,,205 lbs.,71.55387673956263,
Aaron Lanfranco,,,155 lbs.,71.55387673956263,
Tina Lahdemaki,"5' 2""",157.5,115 lbs.,71.55387673956263,Orthodox
Henrique Da Silva Lopes,"6' 3""",190.5,240 lbs.,71.55387673956263,
Chad Corvin,"6' 5""",195.6,255 lbs.,71.55387673956263,
Jeremy Umphries,,,160 lbs.,71.55387673956263,
Christian Uflacker,"5' 11""",180.3,170 lbs.,71.55387673956263,
Dylan Salvador,"5' 9""",175.3,155 lbs.,69.0,Southpaw
Kevin Ferguson,"6' 2""",188.0,235 lbs.,77.0,Orthodox
Bentley Syler,"5' 4""",162.6,125 lbs.,71.55387673956263,Orthodox
Brandon Holmes,"6' 2""",188.0,185 lbs.,74.0,Orthodox
Xavier Siller,"5' 5""",165.1,125 lbs.,71.55387673956263,
Jesse Finney,"6' 0""",182.9,170 lbs.,71.55387673956263,
Mal Foki,"5' 7""",170.2,220 lbs.,71.55387673956263,Orthodox
AJ Fonseca,"5' 4""",162.6,145 lbs.,71.55387673956263,
Matt Foki,"5' 7""",170.2,220 lbs.,71.55387673956263,Orthodox
Bob Cook,"5' 9""",175.3,170 lbs.,71.55387673956263,Orthodox
Marcos Conrado Jr.,"6' 2""",188.0,220 lbs.,71.55387673956263,Orthodox
Gabriel Salinas-Jones,"6' 1""",185.4,245 lbs.,71.55387673956263,
Brock Lesnar,"6' 3""",190.5,265 lbs.,81.0,Orthodox
Logan Urban,"6' 0""",182.9,170 lbs.,72.0,Orthodox
Shannon Clark,"5' 5""",165.1,125 lbs.,64.0,Orthodox
Andrew Valladerez,,,135 lbs.,71.55387673956263,
Leah Letson,"5' 7""",170.2,145 lbs.,71.0,Southpaw
Kaushik Saikumar,"5' 10""",177.8,135 lbs.,71.0,Orthodox
John Lober,"5' 11""",180.3,199 lbs.,71.55387673956263,Orthodox
Paula Luna,"5' 2""",157.5,125 lbs.,62.0,Orthodox
Rob MacDonald,"6' 3""",190.5,205 lbs.,78.0,Orthodox
Stevie Lynch,"5' 10""",177.8,170 lbs.,71.55387673956263,Orthodox
Xavier Franklin,"5' 6""",167.6,135 lbs.,66.0,Southpaw
Janaina Silva,"5' 1""",154.9,115 lbs.,60.0,Orthodox
Isaiah Hill,"5' 10""",177.8,155 lbs.,71.55387673956263,
Ryan Madigan,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Alex Chambers,"5' 3""",160.0,115 lbs.,63.0,Southpaw
Jared Chaffee,"5' 10""",177.8,155 lbs.,71.55387673956263,
Isis Verbeek,"5' 4""",162.6,115 lbs.,64.0,Orthodox
Travis Calanoc,"5' 8""",172.7,145 lbs.,71.55387673956263,Orthodox
Armando Villarreal,"5' 7""",170.2,135 lbs.,66.0,Southpaw
CJ Marsh,,,,71.55387673956263,
Max Rohskopf,"6' 1""",185.4,155 lbs.,71.0,Orthodox
Pete Rodriguez,"5' 9""",175.3,170 lbs.,71.0,Switch
Claudio Mattos,,,185 lbs.,71.55387673956263,Orthodox
Mark Vorgeas,"5' 10""",177.8,135 lbs.,71.55387673956263,
Sean Holden,"5' 10""",177.8,170 lbs.,71.55387673956263,
Noe Hernandez,,,,71.55387673956263,Orthodox
Jesse Strader,"5' 7""",170.2,135 lbs.,70.0,Orthodox
Dave Galera,"5' 11""",180.3,135 lbs.,71.55387673956263,Orthodox
Brandon Gaines,"6' 3""",190.5,185 lbs.,71.55387673956263,
Francisco Bueno,"5' 9""",175.3,225 lbs.,71.55387673956263,Orthodox
George Bush,"6' 1""",185.4,205 lbs.,71.55387673956263,
Mikey Burnett,"5' 6""",167.6,170 lbs.,71.55387673956263,Orthodox
Michael Byrnes,"5' 11""",180.3,155 lbs.,71.55387673956263,
Eduardo Bustillos,"5' 8""",172.7,135 lbs.,71.55387673956263,
Nick Bustamante,"5' 9""",175.3,170 lbs.,71.55387673956263,
Andre Galvao,"5' 7""",170.2,168 lbs.,71.55387673956263,Orthodox
Darrel Gholar,"5' 8""",172.7,194 lbs.,71.55387673956263,Orthodox
Chris Hawk,"6' 1""",185.4,205 lbs.,71.55387673956263,
Jose Henrique,"6' 3""",190.5,170 lbs.,79.0,Orthodox
Dimitiri Wanderley,,,205 lbs.,71.55387673956263,Orthodox
Adam Meredith,"6' 2""",188.0,170 lbs.,71.55387673956263,
David Roberts,"6' 1""",185.4,170 lbs.,71.55387673956263,Orthodox
Theo Rlayang,"5' 7""",170.2,145 lbs.,65.0,Orthodox
James Wallace,"5' 10""",177.8,155 lbs.,69.0,Orthodox
Lee Brousseau,"6' 1""",185.4,205 lbs.,71.55387673956263,
Marcus Buchecha,"6' 2""",188.0,255 lbs.,77.0,Orthodox
Dennis Bryant,"6' 0""",182.9,205 lbs.,71.55387673956263,Orthodox
Junie Browning,"5' 9""",175.3,155 lbs.,71.55387673956263,Orthodox
Billy Brand,"5' 6""",167.6,135 lbs.,65.0,Orthodox
Juliana Miller,"5' 7""",170.2,125 lbs.,66.0,Orthodox
Chris Mierzwiak,"6' 1""",185.4,185 lbs.,71.55387673956263,
Blake Watkins,,,185 lbs.,71.55387673956263,
Joshua Wang-Kim,"5' 9""",175.3,135 lbs.,71.0,Switch
Luc Bondole,"6' 2""",188.0,205 lbs.,71.55387673956263,
Galore Bofando,"5' 11""",180.3,170 lbs.,72.0,Switch
Darian Weeks,"5' 11""",180.3,170 lbs.,72.0,Orthodox
Gregory Bouchelaghem,"6' 2""",188.0,183 lbs.,71.55387673956263,Switch
Mike Glenn,,,205 lbs.,71.55387673956263,
David Smith,,,155 lbs.,71.55387673956263,
Bob Gilstrap,"6' 3""",190.5,200 lbs.,71.55387673956263,Orthodox
Eric Steenberg,,,155 lbs.,71.55387673956263,
Sherrard Blackledge,"5' 11""",180.3,155 lbs.,75.0,Orthodox
Nicco Montano,"5' 5""",165.1,135 lbs.,65.0,Southpaw
Pawel Nastula,"6' 0""",182.9,230 lbs.,71.55387673956263,Southpaw
Lauren Mueller,"5' 5""",165.1,125 lbs.,67.0,Orthodox
Kazunari Murakami,"6' 1""",185.4,220 lbs.,71.55387673956263,Orthodox
Amaury Bitetti,"5' 9""",175.3,185 lbs.,71.55387673956263,Orthodox
Anton Berzin,"6' 2""",188.0,205 lbs.,71.55387673956263,Orthodox
Keith Berish,"6' 0""",182.9,205 lbs.,71.55387673956263,Orthodox
Patrick Murphy,"6' 0""",182.9,170 lbs.,71.55387673956263,
Andrews Nakahara,"6' 1""",185.4,185 lbs.,71.55387673956263,Orthodox
Ivan Gnizditskiy,,,205 lbs.,71.55387673956263,
Mark Hall,"6' 0""",182.9,190 lbs.,71.55387673956263,Orthodox
Stoney Hale,"6' 0""",182.9,,71.55387673956263,
Kazuhiro Hamanaka,"6' 0""",182.9,185 lbs.,71.55387673956263,Southpaw
Braxton Smith,"5' 11""",180.3,257 lbs.,72.0,Orthodox
Josh Neal,"6' 0""",182.9,185 lbs.,71.55387673956263,
Soichi Nishida,"5' 11""",180.3,320 lbs.,71.55387673956263,Orthodox
Guangyou Ning,"5' 4""",162.6,145 lbs.,64.0,Southpaw
Stephen Banaszak,"6' 0""",182.9,145 lbs.,71.55387673956263,
Logan Woods,,,185 lbs.,71.55387673956263,
Nick Nolte,"6' 0""",182.9,170 lbs.,71.55387673956263,
Amador Ramirez,,,135 lbs.,71.55387673956263,
Steve Ramirez,"5' 7""",170.2,125 lbs.,71.55387673956263,
Salvador Becerra,"5' 9""",175.3,155 lbs.,71.55387673956263,
Alexander Otsuka,"6' 1""",185.4,205 lbs.,71.55387673956263,Orthodox
Takahiro Oba,"5' 8""",172.7,200 lbs.,71.55387673956263,Southpaw
Cristina Stanciu,"5' 3""",160.0,115 lbs.,71.55387673956263,Orthodox
John Gunther,"5' 9""",175.3,155 lbs.,72.0,Orthodox
Rainn Guerrero,"5' 6""",167.6,125 lbs.,65.0,Orthodox
Joey Armstrong,,,,71.55387673956263,
Chris Avila,"5' 10""",177.8,145 lbs.,71.55387673956263,Orthodox
Rubens Xavier,"6' 3""",190.5,220 lbs.,71.55387673956263,Orthodox
Eric Wray,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Jorge Oliveira,"6' 1""",185.4,205 lbs.,71.55387673956263,
Chibwikem Onyenegecha,"6' 3""",190.5,185 lbs.,71.55387673956263,Orthodox
Shana Olsen,"5' 7""",170.2,145 lbs.,71.55387673956263,
Reza Arianto,,,155 lbs.,71.55387673956263,
Shane Primm,"6' 3""",190.5,205 lbs.,71.55387673956263,Orthodox
Kenichi Yamamoto,"6' 0""",182.9,170 lbs.,71.55387673956263,Orthodox
Willie Parks,"5' 10""",177.8,185 lbs.,71.55387673956263,
Julius Anglickas,"6' 3""",190.5,205 lbs.,71.55387673956263,Orthodox
Daniel Gracie,"6' 2""",188.0,225 lbs.,71.55387673956263,Orthodox
Patryk Grabowski,,,205 lbs.,71.55387673956263,
Justin Governale,,,145 lbs.,71.55387673956263,
Kron Gracie,"5' 9""",175.3,145 lbs.,70.0,Southpaw
Igor Gracie,"5' 11""",180.3,170 lbs.,71.55387673956263,
Ryan Gracie,"5' 9""",175.3,200 lbs.,71.55387673956263,Orthodox
Royler Gracie,"5' 8""",172.7,150 lbs.,71.55387673956263,Southpaw
Peter Petties,"5' 11""",180.3,145 lbs.,72.0,Southpaw
Juan Adams,"6' 5""",195.6,265 lbs.,80.0,Orthodox
Fabiola Pidroni,,,115 lbs.,71.55387673956263,
Ricardo Abreu,"5' 11""",180.3,185 lbs.,71.55387673956263,Orthodox
Nick Pica,"5' 10""",177.8,185 lbs.,71.55387673956263,
Tom Aaron,,,155 lbs.,71.55387673956263,
Dave Zitanick,,,170 lbs.,71.55387673956263,
Igor Zinoviev,"6' 1""",185.4,199 lbs.,71.55387673956263,Orthodox
Jerron Peoples,"6' 0""",182.9,170 lbs.,71.55387673956263,
Roger Zapata,"5' 11""",180.3,170 lbs.,71.55387673956263,Southpaw
Craig Zellner,"6' 2""",188.0,205 lbs.,71.55387673956263,Orthodox
Denis Sobolev,"6' 3""",190.5,216 lbs.,71.55387673956263,Orthodox
Danny Abbadi,"5' 11""",180.3,155 lbs.,71.55387673956263,Orthodox
Zarrukh Adashev,"5' 5""",165.1,125 lbs.,65.0,Southpaw
Horacio Gutierrez,"5' 10""",177.8,145 lbs.,71.55387673956263,
Luis Gomez,"5' 7""",170.2,145 lbs.,68.0,Orthodox
Walter Smith-Cotito,"5' 8""",172.7,135 lbs.,71.55387673956263,
Devin Smyth,"5' 10""",177.8,170 lbs.,72.0,Switch
Josh Stansbury,"6' 2""",188.0,205 lbs.,74.0,Orthodox
Ron Henderson,"5' 10""",177.8,125 lbs.,71.55387673956263,
David Barrios,"5' 6""",167.6,145 lbs.,71.55387673956263,
Andrew Ramm,"6' 1""",185.4,160 lbs.,71.55387673956263,
Sora Rakhmonova,,,125 lbs.,71.55387673956263,
Dean Barry,"5' 10""",177.8,170 lbs.,72.0,Orthodox
Sean O'Haire,"6' 5""",195.6,270 lbs.,71.55387673956263,Orthodox
Lance Gibson,"5' 9""",175.3,185 lbs.,71.55387673956263,Orthodox
Rachael Ostovich,"5' 3""",160.0,125 lbs.,62.0,Orthodox
Kurt Osiander,,,185 lbs.,71.55387673956263,
